round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	MAMMALS		Some of the finest wool in the world comes from the rambouillet, a breed of this	sheep	1993-09-06	
1	200	0	MAMMALS		Once widely used to pull funeral cars, Friesian horses are always this color	black	1993-09-06	
1	300	0	MAMMALS		This lab animal is a member of the cavy family; its scientific name is Cavia porcellus	a guinea pig	1993-09-06	
1	400	0	MAMMALS		Some of these primates, such as macaques, can swim	monkeys	1993-09-06	
1	500	0	MAMMALS		Of the 4 members of the camel family found in South America, only these 2 are domesticated	a llama and the alpaca	1993-09-06	
1	100	0	THE MOVIES		Its last line is "After all, tomorrow is another day\"	Gone with the Wind	1993-09-06	
1	200	0	THE MOVIES		This 1946 Jimmy Stewart-Donna Reed film was based on the short story "The Greatest Gift\"	It's A Wonderful Life	1993-09-06	
1	300	0	THE MOVIES		In this 1963 P.O.W. film, Steve McQueen was the "Cooler King" & James Garner the "Scrounger\"	The Great Escape	1993-09-06	
1	400	0	THE MOVIES		Spencer Tracy died in 1967, a few weeks after completing this film, his 9th with Katharine Hepburn	Guess Who's Coming to Dinner\"	1993-09-06	
1	500	0	THE MOVIES		Gary Cooper got an Oscar nomination for his role as Lou Gehrig in this 1942 film	Pride of the Yankees	1993-09-06	
1	100	0	U.S.A.		The Vermeil room of this Washington, D.C. residence is noted for its golden plates & vases	the White House	1993-09-06	
1	200	0	U.S.A.		Once a month bargain hunters head for the Rose Bowl Flea Market & Swap Meet in this Calif. city	Pasadena	1993-09-06	
1	300	0	U.S.A.		The Cafe du Monde in this Louisiana city has been serving cafe au lait & beignets since 1862	New Orleans	1993-09-06	
1	400	0	U.S.A.		Big Sky is a popular resort community in this state known as "Big Sky Country\"	Montana	1993-09-06	
1	500	0	U.S.A.		This state's Odessa College hosts an annual Shakespeare festival in a replica of the Globe Theatre	Texas	1993-09-06	
1	100	0	THE 1990s		In 1991 this phenomenon of nature killed fans at the U.S. Open & PGA Championships	lightning	1993-09-06	
1	200	0	THE 1990s		He won his first full term as mayor of Chicago April 2, 1991	(Richard) Daley	1993-09-06	
1	300	0	THE 1990s		Connecticut Gov. Lowell Weicker won the 1992 "Profile in Courage" award named for this President	John F. Kennedy	1993-09-06	
1	400	0	THE 1990s		On May 24, 1990 Emperor Akihito expressed regret over Japan's 1910-1945 occupation of this peninsular country	Korea	1993-09-06	
1	500	0	THE 1990s		In 1992 a Vatican court annulled her first marriage, to French playboy Philippe Junot	Caroline of Monaco	1993-09-06	
1	100	0	AROUND THE HOUSE		Types of these are area, scatter & throw	rugs	1993-09-06	
1	200	0	AROUND THE HOUSE		It's what a bathroom usually has that a half bath doesn't	a bathtub	1993-09-06	
1	300	0	AROUND THE HOUSE		Square, flat & with legs that fold, it's brought out on poker nights & to handle holiday overflows	card table	1993-09-06	
1	400	0	AROUND THE HOUSE		A candlestick fixture on a wall, ore a similar electric one	a sconce	1993-09-06	
1	500	1000	AROUND THE HOUSE		A tambour, made of rounded wood strips glued to canvas, is found on this type of desk	roll top desk	1993-09-06	
1	100	0	FRENCH		If you're jewelry shopping, you may want to know that this precious metal is platine	platinum	1993-09-06	
1	200	0	FRENCH		The French call this country L'Afrique du Sud	South Africa	1993-09-06	
1	300	0	FRENCH		If you want to know this, say "Quelle heure est-il?\"	What time is it?	1993-09-06	
1	400	0	FRENCH		To find this on a train, ask, "Ou est le wagon-restaurant?\"	the dining car	1993-09-06	
1	500	0	FRENCH		\"S'il vout plait, cesser de fumer" means would you please stop doing this	smoking	1993-09-06	
2	200	0	WORLD CAPITALS		This Finnish city is the most northerly capital in continental Europe	Helsinki	1993-09-06	
2	400	0	WORLD CAPITALS		Its sheltered harbor lies less than 100 miles south of Key West, Florida	Havana	1993-09-06	
2	600	0	WORLD CAPITALS		Once the capital of the British East Africa protectorate, it's been Kenya's capital since 1963	Nairobi	1993-09-06	
2	800	0	WORLD CAPITALS		Afghanistan's parliament is housed in the Dar Ol-Aman Palace in this city	Kabul	1993-09-06	
2	1000	0	WORLD CAPITALS		This capital & largest city of Antigua & Barbuda shares its name with Newfoundland's capital	St. John's	1993-09-06	
2	200	0	FISH DISHES		This traditional dish of England is simply deep-fried fillets & fries	fish & chips	1993-09-06	
2	400	0	FISH DISHES		The Japanese typically begin a meal with this dish of sliced raw fish served with ginger or horseradish	sashimi	1993-09-06	
2	600	0	FISH DISHES		In addition to anchovies, a salade nicoise contains this fish	tuna	1993-09-06	
2	800	0	FISH DISHES		Conger eel, whiting & red mullet are traditional ingredients in this French stew	bouillabaisse	1993-09-06	
2	1000	0	FISH DISHES		A Spanish appetizer, croquetitas de camarones are fried croquettes of this shellfish	shrimp	1993-09-06	
2	200	0	GEOLOGY		It's the part of a river where you'd find the delta	the mouth	1993-09-06	
2	400	0	GEOLOGY		Glaciers don't have a cow, but they do have one of these when a chunk breaks off	a calf	1993-09-06	
2	600	0	GEOLOGY		Mafic magma is thought to originate in this solid layer beneath the earth's crust	the mantle	1993-09-06	
2	800	0	GEOLOGY		It's the term for the crater formed by a volcano that has exploded & collapsed	a caldera	1993-09-06	
2	1000	0	GEOLOGY		This region of Northwest Italy has lent its name to any large expanse of land at the foot of a mountain	Piedmont	1993-09-06	
